ID;type;length;Replicate;F1;F2;F3;F4;F5;F6;F7;F8;F9;F10;F11;F12;F13;F1415;F1617;F18
TU1788;transcript;2242;2;0;0;5.08;17.73;3.35;17.36;41.5;11.42;33.29;25.86;22.46;16.82;7.29;0.36;3.09;0
TU1789;transcript;100;2;0;0;0.22;0.34;0;0;0;0.11;0.44;3.32;1.04;0.36;0;0;0;0
TU179;transcript;102;2;0;0;0;0;0;0;1;1;2;1;0;0;2;0;0;0
TU1790;transcript;1651;2;0;0;7;8;2;6;11;16;27;23;6;5;2;1;0;0
TU1791;transcript;1147;2;0;0;2;0;1;4;19;10;12;6;4;3;3;0;0;0
TU1792;transcript;1020;2;0.5;0;4;8;0;6;13.25;4;20;3;7;0;2;1;0;0
TU1793;transcript;481;2;0;0;0;4;0;2;0;1;1;0;4;0;0;0;0;0
TU1794;transcript;992;2;0;1;1;6;2.83;4;10;7;17;6;7;1;1;0;0;0
TU1795;transcript;130;2;0;0;0.5;0;0;0;0.5;1;1;0;1;0;0;1;0;0
TU1796;transcript;184;2;0;0;0.5;0.5;0;9;2;0;0;0;1;2;2;0;0;0
TU1797;transcript;1042;2;0;0;0;3;0;8;6;6;10;9;5;0;0;0;0;0
TU1798;transcript;1855;2;0;1;11;0;3;9;12;6;24;5;6;6;0;4;0;0
TU1799;transcript;100;2;0;0;0;1;0;0;2;0;0;0;0;0;0;0;0;0
TU18;transcript;111;2;0;0;0;0;1;0.5;2;0;0.5;1.5;3.5;0;0;0;0;0
TU180;transcript;100;2;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
TU1800;transcript;1692;2;0;0;4;7;7;36;18;15;23;17;12;10;6;11;3;2
TU1801;transcript;142;2;0;0;0;2;2;2;1;2;2;3;4;4;1;2;1;0
TU1802;transcript;1739;2;0;0;12;5;5;29;28;12;29.5;19;20;6;12;10;3;0
TU1803;transcript;1303;2;0;1;3;1;4;16;31;15;24.5;14;3;3;6;0;0;0
TU1804;transcript;1923;2;2;0;5;27;157;521;795;537;214;161;151;76;63;30;8;0
TU1805;transcript;1742;2;0;0;2;8;16;17;29;30;26;20;12;12;0;2;0;0
TU1806;transcript;102;2;0;0;0;1;0;8;5;0;4;3;1;0;0;0;0;0
TU1807;transcript;739;2;0;0;0;2;2;17;25.5;26;14;2.5;8;7;4;7;2;2
TU1808;transcript;713;2;0;0;4;4;6;51;54.5;31;16;16.5;18;6;3;0;4;2
TU1809;transcript;102;2;0;0;0;0;0;0;4;0;1;1;0;0;2;0;0;0
TU181;transcript;751;2;0;0;4;3;0;2;9;13.5;17.5;9;4;7;3;2;2;0
TU1810;transcript;970;2;0;0;1;1;1;7.5;8;8;10;13;2;3;1;0;2;0
TU1811;transcript;1941;2;0;0;4;10;8;32;26;30;33;24;15;16;8;2;0;0
TU1812;transcript;108;2;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
TU1813;transcript;120;2;0;0;0;2;0;0;4;0;2;0;0;0;0;0;0;0
TU1814;transcript;116;2;0;0;1;1;0;6;4;4;3;0;3;0;0;0;0;0
TU1815;transcript;408;2;0;0;4;6;10;75;67.5;21;14.5;14;4;2;4.5;2;2;0
TU1816;transcript;780;2;0;0;0;2;5;29;41.83;23;13.5;20;9;6;2.5;0;1;0
TU1817;transcript;1117;2;0;0;1;1;2.5;10.5;17.5;17.5;18;8.5;10;6.5;4.5;2;0.5;0
TU1818;transcript;2109;2;0;3;7;11;42.5;106.5;154.5;128.5;55;45.5;52;31.5;33.5;9;5.5;3
TU1819;transcript;1295;2;0;0;0;8;1;8;1;4;37;8;1;0;2;1;2;0
TU182;transcript;695;2;4;6;52;570.5;1011;1216.5;1057.5;329.5;176;50;72;38.5;41.5;12;16;23
TU1820;transcript;102;2;0;0;0;0;0;0;0;0;2;0;0;1;0;0;0;0
TU1821;transcript;693;2;0;0;0.33;1.83;0;5;15;1.5;21.5;15.5;12;5;2;2;0;0
TU1822;transcript;508;2;0;0;0;10.67;0;6;6.5;10;18.83;15.83;13;7.5;0;3;2;0
TU1823;transcript;527;2;0;0;2;5;0;4;6;4.5;7.17;7;0;2;0;2;0;0
TU1824;transcript;1581;2;0;2;6;6;2;3;12;7;19;17;5;2;1;2;0;0
TU1825;transcript;2993;2;0;1;6;8;3.5;16;32;1;36;21;23;7;5;2;1;0
TU1826;transcript;284;2;0;0;0;0;2;0;0;2;16;6;3;1;1;4;0;0
TU1827;transcript;1083;2;0;0;5;24.83;148.5;670.5;1045;591;283;195.5;130.5;64;73;36;16;4
TU1828;transcript;714;2;0;0;1;1.5;1.5;31;37;25;28;14.5;7.5;3;0;2;0;0
TU1829;transcript;1867;2;0;0;3;6;17;59.25;72;31;29;19;19;11;13;9;2;0
TU183;transcript;924;2;0;0;3;16;15;23.5;34;17.5;18.5;5;9;2;2;2;0;2
TU1830;transcript;102;2;0;0;0;0;0;0.5;4;0;1;2;0;0;0;0;0;0
TU1831;transcript;831;2;0;0;0;3;3;11;9;9;14;3;2;9;2;1;0;0
TU1832;transcript;2060;2;0;0;3;9;3;44;56;51;56;43;42;25;14;11;6;1
TU1833;transcript;121;2;0;0;3;2;0;8;6;4;3;3;4;0;0;1;0;0
TU1834;transcript;1390;2;0.5;0;1;6;29;168;259;125;75;60;61;37;44;12;9;0
TU1835;transcript;217;2;0;0;1;2;2;12;2;6;0.5;0;0;3;0;0;0;0
TU1836;transcript;89;2;0;0;0;1;2;4;0;0;3;0;0;0;1;1;0;0
TU1837;transcript;231;2;0;0;0;6;12;25;25;21;7.5;2;10;1;2;9;2;0
TU1838;transcript;102;2;0;0;0;0;0;0;0;0;2;0;0;0;1;0;0;0
TU1839;transcript;115;2;0;0;0;0;0;0;0;0.5;0;0;0;2.5;0;0;0;0
TU184;transcript;1513;2;1;2;18;137;311.5;252;170.5;76.5;51;20;33;18.5;13.5;7;1;2
TU1840;transcript;301;2;0;0;7;0;29;42;65;65.5;24;13;8;5.5;4;4;0;2
TU1841;transcript;539;2;0;0;1;3;3;21;14;12;12;7;2;5;0;0;0;0
TU1842;transcript;630;2;0;0;0;1;4;0;11;4;8;6;2;1;0;0;0;0
TU1843;transcript;100;2;0;0;0;0;0;0;2;0.5;1.5;2;1;0;0;0;0;0
TU1844;transcript;105;2;0;0;0;0;0;0;0;0.5;4.5;1;0;0;0;0;0;0
TU1845;transcript;1019;2;0;0;0;7;5;18.5;38.5;17;15.5;9;10;3;10;6;0;2
TU1846;transcript;270;2;0;0;3;1;0;12;11;0;5;8;2;0;1;1;0;0
TU1847;transcript;560;2;0;0;3;1;9;18.5;27.5;17;14.5;12;7;7;2;2;0;0
TU1848;transcript;266;2;0;0;0;0.5;2;9;14.33;9;3;2;2;0;8;0;2;1
TU1849;transcript;1913;2;0;3;6;8;16;46;72;36;29;22;11;13;16;6;6;0
TU185;transcript;737;2;0;0;2;5;0;4;3;0.5;21;6.5;2;2;0;0;0;0
TU1850;transcript;174;2;0;0;0;0;0;2;6;1;5;5;0;1;0;0;0;0
TU1851;transcript;100;2;0;0;1;0;2;2;2;1;3;0;3;0;2;0;0;0
TU1852;transcript;1532;2;0;2;5;9;1;33;47;33;27;20;15;12;4;8;0;0
TU1853;transcript;914;2;0;0;1;1;5;10;17;4;11.5;9.5;6;5;6;2;0;0
TU1854;transcript;2766;2;0;0;2;5.33;2;17.5;22;19;34.5;18.5;21;7;7;0;0;0
TU1855;transcript;102;2;0;0;0;0;0;0;0;0;4;1;0;0;0;0;0;0
TU1856;transcript;172;2;0;0;0;0;0;1;0;0;6;0;1.5;1.5;0;0;0;0
TU1857;transcript;1715;2;0;0;0;1.5;11;24;17;19;24;8;11.5;7.5;3.5;2;0;0
TU1858;transcript;231;2;0;0;0;1.5;2;5;3;0;2;0;1;2;2.5;0;0;0
TU1859;transcript;1366;2;0;0;7;11;6.5;9;13.5;12.5;21;18;11.5;1.5;12;1;4;0
TU186;transcript;2906;2;0;1;3;14;33;129;177;145.5;96;36.5;29;31;20;12;8;0
TU1860;transcript;1302;2;0;0;2;3.5;9.5;62;94.5;104;42;42.5;58;38.5;31.5;6;10;0
TU1861;transcript;102;2;0;0;2;0;2;0;8;0;1;0;0;0;4;0;0;0
TU1862;transcript;948;2;0;0;2;12.5;48;130;264;149.5;78.5;39.5;59.5;17;32.5;13;3;2
TU1863;transcript;140;2;0;0;0;0;0;1;2;2;1;0;2;0;0;0;0;0
TU1864;transcript;207;2;0;0;0;0;0;0;0;2;1;1;0;0;0;0;0;0
TU1865;transcript;810;2;1;0;0;8;0;11;13;22;8;4;0;6;2;1;0;0
TU1866;transcript;1689;2;0;0;6;5;1;18;16.5;25;17.5;11;16.5;4;2;1;0;0
TU1867;transcript;1301;2;0;0;1;4.5;9;49;76.5;56.5;24.5;20;24.5;21;12;11;2;2
TU1868;transcript;954;2;0;0;2;1;4;5;13;16;10;11;7;5;2;0;2;0
TU1869;transcript;890;2;0;0;0;1;0;1;7;5;6;5;1;1;1;0;0;0
TU187;transcript;192;2;0;0;0;3;0;2;2;0;2;1;1;0;0;0;0;0
TU1870;transcript;179;2;0;0;0;0;0;3;0;3;1;1;0;0;0;0;0;0
TU1871;transcript;100;2;0;0;1;0;0;0;1;0;0;1;0;0;0;0;0;0
TU1872;transcript;627;2;0;0;2;4;25;99;130;65;23;26;20.5;6;7;2;2;0
TU1873;transcript;1520;2;0;0;6;0;8;12;4;9;13;14;8.5;13;8;2;4;0
TU1874;transcript;1281;2;0;0;1;2;3;5;8;4;21;7;7;4;3;2;2;2
TU1875;transcript;2543;2;0;0;2;13;2;22;36;8;28;19;13;15;0;0;0;0
TU1876;transcript;1907;2;0;0;2;8;4;11;6;10;9;11;15;4;2;0;0;0
TU1877;transcript;100;2;0;0;2;2;0;4;12;10;3;1;0;0;0;0;0;0
TU1878;transcript;1273;2;1;0;2;6;2;18.5;18;15;17;6;7.5;3;0;2;1;0
TU1879;transcript;100;2;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0
TU188;transcript;3849;2;0;0;10;11;28;140;164.5;98;54;49;40;34;15;12.5;8;0
TU1880;transcript;106;2;0;0;1;0;40.5;267;403.5;243.5;116.5;50;51;29;29.5;14.5;6.5;0
TU1881;transcript;322;2;0;0;0;4;4.5;30;33.5;23.5;11.5;10;3;1;2.5;1.5;0.5;0
TU1882;transcript;216;2;0;0;0;0;0;3.5;0;0;2;0;0.5;0;1;0;0;0
TU1883;transcript;71;2;0;0;1;0;2;0;0;1;0;0;0;0;0;0;0;0
TU1884;transcript;1250;2;11.5;50;415.5;1160;5139;16227.5;25796.5;19668.5;8940;5455.33;4080;2185;1638;612;215;69.5
TU1885;transcript;436;2;0;0;0;1;0;2;2;5;6;5;3;1;2;0;0;2
TU1886;transcript;1444;2;0;0;4;8;12;23;25;24.5;15.33;20;16;9.83;11;0;0;0
TU1887;transcript;52;2;0;0;0;0;0;0;1;1.5;0.33;0.5;0.5;0.83;0;0;0;0
TU1888;transcript;294;2;0;0;1;3;0;11;15;9;2.33;3.5;0;2.33;0;0;2;0
TU1889;transcript;910;2;0;1;1;3;21.5;35;67.5;41;34.5;28.5;22;13.5;12;10;6;2
TU189;transcript;143;2;0;0;0;3;0;1;0;8;4;5;3;1;0;0;0;0
TU1890;transcript;264;2;23;66;2509.5;8933.67;11504.83;12054;7453.5;1870;784.5;479.5;1063;586.5;455;36;21;24
TU1891;transcript;439;2;0;0;0;2;14;123;164;116;54;35;20;12;8;8;0;2
TU1892;transcript;1089;2;0;0;3;3;12;38;74;43;37;16;16;11;10;8;0;4
TU1893;transcript;100;2;0;0;0;0;0;0;2;1;1;1;0;0;0;0;0;0
TU1894;transcript;102;2;0;0;0;0;0;5;4;2;3;3;2;0;0;0;0;0
TU1895;transcript;215;2;0;0;0;0;2;6;17;10;6;1;0;0;3;0;0;0
TU1896;transcript;326;2;0;0;0;3;0;10;8;8;8;0.5;1;2;3;0;0;0
TU1897;transcript;106;2;0;0;1;5;4;9;7;2;0;1.5;0;0;0;0;0;0
TU1898;transcript;2897;2;0;0;13;24.5;83;245.5;372;196;113;69;94;42;49;31;9;4
TU1899;transcript;100;2;0;0;0;1;0;0;0;0;2;2;1;0;0;0;0;0
TU19;transcript;102;2;0;0;1;1;0;0;0;0;0;0.5;0;0;0;0;0;0
TU190;transcript;612;2;0;0;3;5;9;22;29;12;4;4;7;3;2;0;1;0
TU1900;transcript;102;2;0;0;0;2;0;0;0;1;4;2;1;0;0;0;0;0
TU1901;transcript;1102;2;0;0;4;10;21;20;57.5;31;30.5;9;9;10;4;3;2;0
TU1902;transcript;748;2;0;0;0;0;0;3;3;2;6;2;2;2;0;0;0;0
TU1903;transcript;1433;2;0;0;2;16;53;172;233.5;130;53.5;54;53;26;21;11;5;2
TU1904;transcript;233;2;417;480.5;5600;90338.5;372601.83;301816.5;172536.5;59051;37107;9519.5;4747;3159;2622.5;959;406.5;582
TU1905;transcript;1163;2;276;4611.5;43727;53549;161929;238584;191875.5;99730;41045;19219;11755;6282.5;4770.5;4169;2133.5;3100
TU1906;transcript;1389;2;0;0;0;1;6;14;17;4;12;12;6;4;1;0;3;0
TU1907;transcript;175;2;0;0;0;1;0;0;0;0;0;0;2;2;0;0;0;0
TU1908;transcript;111;2;0;0;0;0;0;2;0;1;0;0;0;0;0;0;0;0
TU1909;transcript;1393;2;0;0;10;72;349;298;207;35;32;14;14;0;6;4;0;1
TU191;transcript;4243;2;0;0;10;15;71;243.33;292;158;64;59.5;73;36.5;41.5;13;4;3
TU1910;transcript;964;2;190;426.5;1868.5;127377.5;576678.17;547546.25;378058.5;140415;48720.5;8336;10020.5;5800.5;4198;2198;617;1489.5
TU1911;transcript;2565;2;16;18.5;124.5;11512;51819;42740.75;19558.5;5859;3395.5;777;644.5;318;207;98;38;34.5
TU1912;transcript;100;2;0;0;0;0;2;3;1;0;1;2;0;2;0;0;0;0
TU1913;transcript;194;2;0;0;0;0;0.33;0;4;0;0;0;0;0;0;0;0;0
TU1914;transcript;742;2;0;0;0;2;0;4;2;2;5;4;0;0;1;0;0;0
TU1915;transcript;1446;2;0;0;1;7;4;32.5;31.5;33;35.5;18;12;6.5;6;4;0;0
TU1916;transcript;101;2;0;0;1;0;0;4.5;5.5;3;1.5;0;2;0.5;0;0;0;0
TU1917;transcript;734;2;0;0;0;1;0;0;4;8;12;8;4.5;0;0;0;0;0
TU1918;transcript;1991;2;0;0;2;10;31;164;255;116;70;61;45;34;25;14;4;0
TU1919;transcript;356;2;0;0;0;0;0;3;2;0;8;3;6;1;0;0;0;0
TU192;transcript;284;2;0;0;0;1;0;0;2;0;6;1;1;0;0;0;0;0
TU1920;transcript;142;2;0;0;0;0;2;0;0;0;0;0;2;0;2;0;0;0
TU1921;transcript;1047;2;2;0;0;2;2;11;12;6.5;10.5;7;7.5;2;2;0;2;0
TU1922;transcript;808;2;0;0;3;3;0;7;8.5;5;9;7;5.5;5;3;0;0;1
TU1923;transcript;306;2;0;0;0;1;4;2;0.5;5.5;0.5;1;2;1;1;0;0;0
TU1924;transcript;166;2;0;0;0;0;0;0;0;0;1;0;1;1;0;0;0;0
TU1925;transcript;1092;2;0;0;0;2;2;3;3;8;4;3;9;3;0;4;0;0
TU1926;transcript;1831;2;0;0;2;2;12.5;49.5;52;39;19.5;12;23.5;23;13;8;0;3
TU1927;transcript;1908;2;0;0;7;12;67.5;305;459.5;279.5;111;86.5;86;49;42;23;12;4
TU1928;transcript;241;2;0;0;2;1;0;0;1;3;1;2;0;0;1;0;0;0
TU1929;transcript;3278;2;0;0;16;33;52;215;299.5;228.5;112.5;103.5;120.5;63.5;62.5;33;13;6
TU193;transcript;275;2;0;0;2;0;0;0;0;1;4;5;4;0;0;0;0;0
TU1930;transcript;1575;2;0;0;2;4;1.33;4;15;13;8;2;8;2;0;2;2;0
TU1931;transcript;87;2;0;0;1;0;0;3.5;4;1;2;5;0;0.5;2.5;0;0;0
TU1932;transcript;57;2;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0
TU1933;transcript;1973;2;0;2;4;7;68;283;356;267;151;128;122;100;117;61;19;9
TU1934;transcript;2121;2;0.5;0;2;4;4;9;16;6;14;9;12;4;7.33;0;0;0
TU1935;transcript;406;2;0;0;0;0;2;13;15;10;4.5;7;2;1;4;4;0;0
TU1936;transcript;239;2;0;0;2;2;0;0;8;0;0.5;0;1;0;2;0;0;0
TU1937;transcript;405;2;0;0;0;0;0;3.5;6;0;6;2;3;2;0;0;0;0
TU1938;transcript;3429;2;0;0;10;14;15;117;151.5;97.5;74.5;60;86;44;48.5;29;8;5
TU1939;transcript;98;2;0;0;0;1;0;0;0;0;1;2;0;0;0;0;0;0
TU194;transcript;999;2;0;0;0;7;2;4;7;6;6;7;3;8;1;2;0;0
TU1940;transcript;100;2;0;0;0;1;0;4;2;4;1;1;1;0;0;0;0;0
TU1941;transcript;102;2;0;0;0;0;0;0;1;0;2;0;1;0;0;0;0;0
TU1942;transcript;2687;2;0;0;6;10;25;68;93.5;39;33.5;38.83;25.5;16;18.5;6;2;2
TU1943;transcript;105;2;0;0;0;0;1;0;0;0;2;1;1;0;1;0;0;0
TU1944;transcript;122;2;0;0;0;0;6.5;49;56.5;40.5;11;14.5;12;10;8.5;1;0;0
TU1945;transcript;4412;2;0;3;11;53.5;156.5;590;922.5;515;257.5;189;222;160;91.5;78;34;2
TU1946;transcript;2469;2;0;0;0;10.5;47.5;211;317;174;74.5;43;69.5;48;44;16;21;4
TU1947;transcript;455;2;0;0;2;0;0;12;9;4;9;5;0;0;0;0;0;0
TU1948;transcript;102;2;0;0;1;2;0;0;2;1;0;0;1;0;0;0;0;0
TU1949;transcript;174;2;0;0;1;5;0;2;1;0;4;0;0;0;0;2;0;0
TU195;transcript;2255;2;0;0;1;12;15;115;191.5;70;55;53.5;27;32.5;26.5;13.5;6;6
TU1950;transcript;209;2;0;0;0;3;0;1;2;4;0;1;2;0;0;0;0;0
TU1951;transcript;183;2;0;0;0;1;6;7;8;7;11;0;3;1;4;2;0;0
TU1952;transcript;1317;2;0;0;2;3;7;19;34;19;16;6;14;12;11;11;1;2
TU1953;transcript;55;2;0;0;0;0.5;2;12;10;3;2;0;4;7;1;0;0;0
TU1954;transcript;1827;2;0;0;7.75;13.5;66.5;189.5;280.5;155;82;60.5;74.5;59;57;14;4;2.5
TU1955;transcript;157;2;0;0;0.5;0;4;23.5;18.5;13;9;5.5;4.5;3;5;0;0;0.5
TU1956;transcript;650;2;0;0;2;10;3;2;2;4;33.5;23;10;2;1;0;0;0
TU1957;transcript;1820;2;0;0;8;9;35;129;211;123;65;43;57;22;20;12;4;2
TU1958;transcript;102;2;0;0;0;2;1;0;0;0;1;3;0;1;0;0;0;0
TU1959;transcript;264;2;0;0;0;2;2;2;1;2;0;0;0;0;0;0;0;0
TU196;transcript;1465;2;0;0;4;4;1;8;12;6;16;5;7;4;0;0;5;0
TU1960;transcript;2175;2;1.5;2.5;15.5;9.33;103;635.5;1041.5;728.5;1110.5;2027.5;3483;2963.5;1847.5;68;20.5;9
TU1961;transcript;432;2;37.5;33.5;388.5;295.5;2196;16023.5;47644.5;41138.5;58322.5;126479.5;190399;99132.5;54059.5;5611;1823.5;876
TU1962;transcript;4667;2;1;0;4;9;18;61;93.5;44;50;47.5;26;25;28.5;4;4;0
TU1963;transcript;102;2;0;0;0;0;2;7;1;2;1;1;0;0;0;0;0;0
TU1964;transcript;613;2;0;0;0;5;2;9;8.5;5;17;6.5;5;0;2.5;0;0;0
TU1965;transcript;198;2;0;0;0;0;2;4;13;10;4;0;1;0;0;0;0;0
TU1966;transcript;102;2;0;0;0;0;0;0;6;2;4;6;0;2;2;0;0;0
TU1967;transcript;180;2;0;0;0;1;0;1;0;4;5;1;2;2;0;0;0;0
TU1968;transcript;631;2;0;0;0.5;7;10;3;9.33;3;5.5;9;5;5;2;6;7;1.33
TU1969;transcript;928;2;0;0;0;4;2;2;2;0;11;12;2;1;4;0;0;0
TU197;transcript;449;2;0;0;2;5;4;1;0;1;1;3;3;1;2;0;0;0
TU1970;transcript;2592;2;0.1;2.35;20.41;81.57;16.97;60.36;91.51;56.28;81.79;45.25;37.08;19.24;17.84;10.1;2;0
TU1971;transcript;1067;2;0;0.32;14.5;60.43;1.22;6.21;13.31;7.64;53.15;19.26;15.77;8.06;1.59;0.34;0.38;0.1
TU1972;transcript;1511;2;0;0;3;6;7;38.5;74.5;25.5;19;12;14;18.5;13;4;6;4
TU1973;transcript;2131;2;0;0;5;9;41.25;157;260;124.5;69;73;63;26;39;14;6;3
TU1974;transcript;101;2;0;0;0;2;0;0;0;0;1;1;1;0;1;0;0;0
TU1975;transcript;100;2;0;0;0;0;0;0.5;0;1;2;0;2.5;0;1;0;0;0
TU1976;transcript;133;2;0;0;0;0;0;2.5;3;1;0;0;3.5;0;0;0;0;0
TU1977;transcript;102;2;0;0;0;0;0;4;2;0;0;0;2;0;0;0;0;0
TU1978;transcript;2500;2;0;0;8;11.5;16;80;119;77;50;42;51.5;32;26;18;0.33;2
TU1979;transcript;102;2;0;0;0;2;0;0;4;3;0;2;0;0;0;0;0;0
TU198;transcript;2397;2;0;0;5;4;4;37;52;18;40;45;79;27;23;8;2;0
TU1980;transcript;1439;2;0;0;6;15;6;4;12;20;8;4;1;7;0;0;0;0
TU1981;transcript;405;2;0;0;3;11;3;8.33;20;0;11;1;4;3;0;0;0;0
TU1982;transcript;1691;2;0;0;4;7;36;276;341.5;183;102;69;94;49;45;17;8;0
TU1983;transcript;676;2;0;0;0;2;8;17;57;30;17;16;13;14;10;8;0;4
TU1984;transcript;112;2;0;0;0;0;0;3;3.5;0;0;0;1;0;3;0;0;0
TU1985;transcript;1995;2;0;1;5;7;19;109;137;72;36;42;44.5;23;17;13;7;2
TU1986;transcript;5176;2;8.33;10;46;76;508;2292;4233;3127;1310;1069;1243.5;854;751;360;144;30
TU1987;transcript;291;2;0;0;2;0;4;9;25;24;7.5;11;6;3;0;0;0;0
TU1988;transcript;231;2;0;0;0;0;1;12;18;4;1.5;1;6;2;0;0;0;0
TU1989;transcript;102;2;0;0;0;2;0;2;4;2;0;0;1;0;0;0;0;0
TU199;transcript;962;2;0;0;2;4;7;14;36;17;29;18;11;7;5;4;4.5;2
TU1990;transcript;217;2;0;0;0;0;1;1;1;0;2;4;3;0;2;0;0;0
TU1991;transcript;101;2;1;0;0;0;0;0;0;0;4;0;0;0;1;0;0;0
TU1992;transcript;102;2;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0
TU1993;transcript;246;2;0;0;0;1;0;0;1;0;5;2;0;0;0;0;0;0
TU1994;transcript;738;2;0;0;0;2;0;4;2;5;4;5;2;2;0;4;0;2
TU1995;transcript;212;2;0;0;0;1;0;1;0;3;0;0;1;0;0;0;0;0
TU1996;transcript;561;2;0;0;2;1;0;2;1;1;10;2;2;0;0;0;0;0
TU1997;transcript;163;2;0;0;0;0;0;1;3;0;16;14;0;0;0;0;0;0
TU1998;transcript;57;2;0;0;0;0;0;0;1;0;2;3;2;0;0;0;0;0
TU1999;transcript;894;2;0;0.33;1;2;0;1;20;4;8;12;4;4;1;2;0;0
TU2;transcript;414;2;0;0;0;0;0;0;6;2;4;3;2;2;5;2;4;0
TU20;transcript;105;2;0;0;0;0;0;1;1;1;0;0;1;2;2;0;0;0
TU200;transcript;308;2;0;1;0;0;2;7;8;6;8;4;10;4;5;1;0;0
TU2000;transcript;231;2;0;0;0;0;3;14;20;17;15;4;5;4;1;0;0;0
TU2001;transcript;1227;2;0;0;1;11;0;10;7;18;11;9;7;8;2;2;0;0
TU2002;transcript;66;2;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
TU2003;transcript;2675;2;0;0;5;12;3;14;33;13;33;34;11;6;5;2;3;0
TU2004;transcript;804;2;0;1;2;8;3;7;24;12;9;14;10;1;6;1;0;0
TU2005;transcript;350;2;0;0;0;1;0;4;1;1;5;2;2;0;0;0;0;0
TU2006;transcript;1806;2;0;0;0;8;0;12;28;13;14;11;8;4;5;2;0;0
TU2007;transcript;104;2;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0
TU2008;transcript;1340;2;0;0;10;38;111.5;239;197.5;121;31;51;43;40;15;18;6;3
TU2009;transcript;2602;2;2;0;4;18.83;33;86.5;117.5;83.5;55.83;45.5;51;30;9;9.5;5.5;6.5
TU201;transcript;2471;2;0;2;5;14;14;97;134.5;98.5;63;50;41;29;25;8;8;2
TU2010;transcript;273;2;0;0;0;0;2;1.5;11;2.5;0.5;2.5;0;2;7;0;0;1
TU2011;transcript;1245;2;0;0;1;4;1;9;21;9;8;13;6;1;6;2;2;0
TU2012;transcript;2726;2;2.5;2.5;4;21;40;137.5;256.5;213;94.5;75.5;124;55.5;66;30.5;7;1
TU2013;transcript;633;2;0;1;1;5;29;143.5;206;138;54.5;57.5;42;25.5;23;10.5;9;1
TU2014;transcript;1730;2;1;0;1;4;12;43;62;34.5;17.5;12.5;15;12;7;2;2;0
TU2015;transcript;1438;2;0;1;0;7;9.5;53;72;71.5;29.5;17.5;16;9;11;6;2;0
TU2016;transcript;2352;2;0;0;4;11;2;12;18;24;25;18;11;2;5.5;0;2;0
TU2017;transcript;100;2;0;0;1;0;0;0;2;0;0;0;0;0;0;0;1;0.5
TU2018;transcript;1282;2;0;0;2;6;6;19;16;7;9;12;7;8;2;0;0;2
TU2019;transcript;100;2;0;0;1;1.5;0;0;0.5;0;1;3.5;0;0;0;0;0;0
TU202;transcript;145;2;0;0;0;0;0;0;0;1;0;1;0;0.5;0;0;0;0
TU2020;transcript;100;2;0;0;0;3.5;0;0;0;0;0;1;0;2;0;2;0;0
TU2021;transcript;85;2;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0
TU2022;transcript;2012;2;0;0;4;8;3;43;65;36;24;14;29;12;23;14;3;0
TU2023;transcript;100;2;0;0;0;2;0;1;1;0;1;0;0;0;0;0;0;0
TU2024;transcript;961;2;0;0;10;5;55;188;262.5;110;55;27;65;37;51.5;36;22;5
TU2025;transcript;149;2;0;0;1;0;0;0;0;1;0;1;1;0;0;0;0;0
TU2026;transcript;1696;2;0;0;6;5;16;52;53.5;53;26;23;26;11;25.5;13;8;2
TU2027;transcript;660;2;0;0;9;26;121.5;333.5;418.5;265;85.5;104.5;151;57;58;15.5;8;2
TU2028;transcript;1358;2;0;0;2;10;41.5;205.5;260.5;109;40.5;41.5;50;21;19;16.5;5;2
TU2029;transcript;1802;2;0;0;5;14;9;69;93;60;51;32;44;20;25;15;2;0
TU203;transcript;102;2;0;0;0;0;0;2;0;0;0;2;1;1.5;0;0;0;0
TU2030;transcript;102;2;0;0;0;0;1;2;2;3;2;1;0;2;2;0;0;0
TU2031;transcript;399;2;0;0;4;0;0;2;3;1;6;7;7;0;0;0;0;0
TU2032;transcript;389;2;0;0;0;0;0;4;8;0;6;5;3;0;2;0;0;0
TU2033;transcript;3586;2;0;0;4;6;2;4;23;16.5;60.5;48.5;14.5;5;9;0;3;0
TU2034;transcript;3100;2;0;0;5;23;17;89;118;101.5;46.5;43;57;28;29;12;4;0
TU2035;transcript;98;2;0;0;0;0;0;0;0;2;0;1;2;0;0;0;0;0
TU2036;transcript;1700;2;0;0;0;27;23.33;65;92.5;37.17;52;34;22.17;6.5;16;2;2;0
TU2037;transcript;152;2;0;0;0;4;1;7;3;8;4;6;3;0;2;2;0;0
TU2038;transcript;231;2;0;0;0.33;0.33;1;0;3;1.5;5;1;0;0;0.5;0;0;0
TU2039;transcript;133;2;0;0;0;4;0;0;0;4.5;11.17;4.5;3;1;0;1;0;0
TU204;transcript;396;2;0;0;0;2;0;0;3;2;4;6;2;0;0;0;0;0
TU2040;transcript;3723;2;0;2;14.05;75.74;174.02;333.29;337.22;209.51;143.36;71.64;74.01;29.76;24.79;13.86;20;8
